Host Side Unhandled byte: 0x00
Host Side Unhandled byte: 0xf3
66.8360,74.3840,0.0000
67.1330,74.1160,0.0000
67.4290,73.8470,0.0000
67.7240,73.5760,0.0000
68.0170,73.3050,0.0000
68.3100,73.0320,0.0000
68.6020,72.7590,0.0000
68.8920,72.4840,0.0000
69.1820,72.2070,0.0000
69.4700,71.9300,0.0000
69.7570,71.6520,0.0000
70.0430,71.3720,0.0000
70.3280,71.0910,0.0000
70.6120,70.8090,0.0000
70.8940,70.5260,0.0000
71.1760,70.2420,0.0000
71.4560,69.9570,0.0000
71.7360,69.6710,0.0000
72.0140,69.3830,0.0000
72.2910,69.0940,0.0000
72.5670,68.8050,0.0000
72.8410,68.5140,0.0000
73.1150,68.2220,0.0000
73.3870,67.9290,0.0000
73.6580,67.6350,0.0000
73.9280,67.3400,0.0000
74.1970,67.0440,0.0000
74.4640,66.7460,0.0000
74.7310,66.4480,0.0000
74.9960,66.1480,0.0000
75.2600,65.8480,0.0000
75.5230,65.5460,0.0000
75.7840,65.2440,0.0000
76.0450,64.9400,0.0000
76.3040,64.6350,0.0000
76.5620,64.3300,0.0000
76.8180,64.0230,0.0000
77.0740,63.7150,0.0000
77.3280,63.4060,0.0000
77.5810,63.0960,0.0000
77.8330,62.7860,0.0000
78.0830,62.4740,0.0000
78.3330,62.1610,0.0000
78.5810,61.8470,0.0000
78.8280,61.5320,0.0000
79.0730,61.2160,0.0000
79.3170,60.9000,0.0000
79.5600,60.5820,0.0000
79.8020,60.2630,0.0000
80.0420,59.9440,0.0000
80.2810,59.6230,0.0000
80.5190,59.3010,0.0000
80.7560,58.9790,0.0000
80.9910,58.6550,0.0000
81.2250,58.3310,0.0000
81.4580,58.0050,0.0000
81.6890,57.6790,0.0000
81.9190,57.3520,0.0000
82.1480,57.0240,0.0000
82.3750,56.6950,0.0000
82.6020,56.3650,0.0000
82.8260,56.0340,0.0000
83.0500,55.7020,0.0000
83.2720,55.3700,0.0000
83.4930,55.0360,0.0000
83.7120,54.7020,0.0000
83.9300,54.3660,0.0000
84.1470,54.0300,0.0000
84.3630,53.6930,0.0000
84.5770,53.3550,0.0000
84.7890,53.0170,0.0000
85.0010,52.6770,0.0000
85.2110,52.3370,0.0000
85.4200,51.9950,0.0000
85.6270,51.6530,0.0000
85.8330,51.3100,0.0000
86.0370,50.9670,0.0000
86.2400,50.6220,0.0000
86.4420,50.2770,0.0000
86.6430,49.9300,0.0000
86.8420,49.5830,0.0000
87.0390,49.2360,0.0000
87.2360,48.8870,0.0000
87.4300,48.5380,0.0000
87.6240,48.1880,0.0000
87.8160,47.8370,0.0000
88.0070,47.4850,0.0000
88.1960,47.1330,0.0000
88.3840,46.7800,0.0000
88.5700,46.4260,0.0000
88.7550,46.0710,0.0000
88.9390,45.7160,0.0000
89.1210,45.3600,0.0000
89.3010,45.0030,0.0000
89.4810,44.6450,0.0000
89.6590,44.2870,0.0000
89.8350,43.9280,0.0000
90.0100,43.5680,0.0000
90.1840,43.2080,0.0000
90.3560,42.8470,0.0000
90.5260,42.4850,0.0000
90.6960,42.1230,0.0000
90.8630,41.7590,0.0000
91.0300,41.3960,0.0000
91.1940,41.0310,0.0000
91.3580,40.6660,0.0000
91.5200,40.3000,0.0000
91.6800,39.9340,0.0000
91.8390,39.5670,0.0000
91.9970,39.1990,0.0000
92.1530,38.8310,0.0000
92.3070,38.4620,0.0000
92.4610,38.0930,0.0000
92.6120,37.7220,0.0000
92.7620,37.3520,0.0000
92.9110,36.9800,0.0000
93.0580,36.6080,0.0000
93.2040,36.2360,0.0000
93.3480,35.8630,0.0000
93.4910,35.4890,0.0000
93.6320,35.1150,0.0000
93.7720,34.7400,0.0000
93.9100,34.3650,0.0000
94.0470,33.9890,0.0000
94.1820,33.6120,0.0000
94.3150,33.2350,0.0000
94.4480,32.8580,0.0000
94.5780,32.4800,0.0000
94.7080,32.1010,0.0000
94.8350,31.7220,0.0000
94.9610,31.3430,0.0000
95.0860,30.9620,0.0000
95.2090,30.5820,0.0000
95.3310,30.2010,0.0000
95.4510,29.8190,0.0000
95.5690,29.4370,0.0000
95.6860,29.0550,0.0000
95.8020,28.6720,0.0000
95.9150,28.2880,0.0000
96.0280,27.9040,0.0000
96.1390,27.5200,0.0000
96.2480,27.1350,0.0000
96.3560,26.7500,0.0000
96.4620,26.3640,0.0000
96.5670,25.9780,0.0000
96.6700,25.5920,0.0000
96.7710,25.2050,0.0000
96.8710,24.8180,0.0000
96.9700,24.4300,0.0000
97.0670,24.0420,0.0000
97.1620,23.6540,0.0000
97.2560,23.2650,0.0000
97.3480,22.8760,0.0000
97.4390,22.4860,0.0000
97.5280,22.0960,0.0000
97.6160,21.7060,0.0000
97.7020,21.3150,0.0000
97.7860,20.9240,0.0000
97.8690,20.5330,0.0000
97.9510,20.1410,0.0000
98.0300,19.7490,0.0000
98.1090,19.3570,0.0000
98.1850,18.9640,0.0000
98.2600,18.5720,0.0000
98.3340,18.1780,0.0000
98.4060,17.7850,0.0000
98.4760,17.3910,0.0000
98.5450,16.9970,0.0000
98.6120,16.6030,0.0000
98.6780,16.2080,0.0000
98.7420,15.8130,0.0000
98.8040,15.4180,0.0000
98.8650,15.0230,0.0000
98.9240,14.6270,0.0000
98.9820,14.2320,0.0000
99.0380,13.8360,0.0000
99.0930,13.4390,0.0000
99.1460,13.0430,0.0000
99.1970,12.6460,0.0000
99.2470,12.2490,0.0000
99.2950,11.8520,0.0000
99.3420,11.4550,0.0000
99.3870,11.0570,0.0000
99.4300,10.6600,0.0000
99.4720,10.2620,0.0000
99.5120,9.8640,0.0000
99.5510,9.4660,0.0000
99.5880,9.0680,0.0000
99.6240,8.6690,0.0000
99.6570,8.2710,0.0000
99.6900,7.8720,0.0000
99.7200,7.4730,0.0000
99.7490,7.0740,0.0000
99.7770,6.6750,0.0000
99.8030,6.2760,0.0000
99.8270,5.8770,0.0000
99.8500,5.4770,0.0000
99.8710,5.0780,0.0000
99.8900,4.6780,0.0000
99.9080,4.2790,0.0000
99.9250,3.8790,0.0000
99.9390,3.4790,0.0000
99.9530,3.0800,0.0000
99.9640,2.6800,0.0000
99.9740,2.2800,0.0000
99.9820,1.8800,0.0000
99.9890,1.4800,0.0000
99.9940,1.0800,0.0000
99.9980,0.6800,0.0000
100.0000,0.2800,0.0000
100.0000,-0.1200,0.0000
99.9990,-0.5200,0.0000
99.9960,-0.9200,0.0000
99.9910,-1.3200,0.0000
99.9850,-1.7200,0.0000
99.9780,-2.1200,0.0000
99.9680,-2.5190,0.0000
99.9570,-2.9190,0.0000
99.9450,-3.3190,0.0000
99.9310,-3.7190,0.0000
99.9150,-4.1190,0.0000
99.8980,-4.5180,0.0000
99.8790,-4.9180,0.0000
99.8590,-5.3170,0.0000
99.8360,-5.7170,0.0000
99.8130,-6.1160,0.0000
99.7880,-6.5150,0.0000
99.7610,-6.9140,0.0000
99.7320,-7.3130,0.0000
99.7020,-7.7120,0.0000
99.6710,-8.1110,0.0000
99.6370,-8.5090,0.0000
99.6020,-8.9080,0.0000
99.5660,-9.3060,0.0000
99.5280,-9.7040,0.0000
99.4880,-10.1020,0.0000
99.4470,-10.5000,0.0000
99.4040,-10.8980,0.0000
99.3600,-11.2950,0.0000
99.3140,-11.6930,0.0000
99.2660,-12.0900,0.0000
99.2170,-12.4870,0.0000
99.1670,-12.8840,0.0000
99.1140,-13.2800,0.0000
99.0600,-13.6770,0.0000
99.0050,-14.0730,0.0000
98.9480,-14.4690,0.0000
98.8890,-14.8640,0.0000
98.8290,-15.2600,0.0000
98.7670,-15.6550,0.0000
98.7040,-16.0500,0.0000
98.6390,-16.4450,0.0000
98.5720,-16.8390,0.0000
98.5040,-17.2330,0.0000
98.4340,-17.6270,0.0000
98.3630,-18.0210,0.0000
98.2900,-18.4140,0.0000
98.2160,-18.8070,0.0000
98.1400,-19.2000,0.0000
98.0620,-19.5920,0.0000
97.9830,-19.9840,0.0000
97.9020,-20.3760,0.0000
97.8200,-20.7670,0.0000
97.7360,-21.1580,0.0000
97.6510,-21.5490,0.0000
97.5640,-21.9400,0.0000
